movie_id,title,release_year,runtime_minutes,rating,director_name,company_name
1599,Үргээлэг 2,2016,87,6.9,Г.Эрдэнэбилэг,Прайм пикчерс Кино драмын А групп
1605,Ядуугийн зовлон 2: Хүдэр эргэж ирсэн нь,2016,87,4.7,Ц.Хүсэлбаатар,Хас фильм студи Ред пойнт медиа Хаанаас үзэх вэ?
1608,Дурлал сүйтгэгч,2016,100,6.8,Д.Эрдэнэбулган,Плас мошн пикчерс
1610,Өртөө,2016,87,6.7,Б.Чингүүн,Аурора фильмс Хаанаас үзэх вэ?
1618,Schau mich nicht so an,2015,87,3.2,Б.Үйзэнмаа,Хоёр монгол манаач
1623,Lovers,2016,87,7.3,Ж.Сэнгэдорж,Лоожикфильм (Logicfilm) Прайм пикчерс Сан пикчерс
1624,18 нас: Би чамд хайртай,2016,87,6.2,Б.Тамир,Ф студи
1629,Би эхнэрийнхээ нууц амраг,2016,87,6.3,Б.Ганхөлөг,Эбэнэзэр продакшн
1630,Ээждээ ир,2016,87,7.1,Ө.Мөнх-Эрдэнэ,Мөнх өлзий интертайнмент
1636,Үлгэрийн баатар гэртээ харих замд,2016,87,7.5,Ц.Төмөрхуяг,Борн фильм студи Морьтон интертайнмент
1655,Жинжиймаа,2003,87,6.8,О.Машбат,[]
1665,Монгол / Mongol,2007,87,7.1,С.Бодров,[]
1668,Муу нүүрт,2016,87,7,Э.Оргил,[]
1669,Өвлийн тууж,2016,87,7.2,Б.Тулгаа,Грийн креатив арт
1670,"Өнөр бүл, өнөө цагт",2016,126,5.8,С.Баттулга,[]
1671,Urilɣa / 请帖,2016,87,6.3,Х.Дотно,[]
1672,Өнөр бүл,1980,87,6.7,Д.Жигжид,[]
1673,Аягүй тэнэг ээ,2013,80,7.3,Ц.Төмөрхуяг,Цагаан Цэгмид студи
1676,Сайн уу амьдрал минь 2,2016,87,6.1,З.Батболд,Номадс фильмс энд интертайнмент Биг лайн фильм Ред пойнт медиа Хаанаас үзэх вэ?
1679,Хайрын клуб,2016,87,5.2,,Уухай пикчерс
1683,6 дахь хүсэл,2016,87,5.3,Б.Тулгаа,Найзууд театр Хаанаас үзэх вэ?
1684,Туршилтын хосууд,2016,87,6.5,Д.Отгонбаяр,Оюунлаг продакшн Хаанаас үзэх вэ?
1690,Ээж,2016,87,9.5,Б.Эрдэнэцэцэг,Чононгоо фильм продакшн Хаанаас үзэх вэ?
1691,Биелэгдэшгүй төлөвлөгөө,2016,87,7.2,Р.Эрхэмбүрэн,[]
1695,Холион бантан,2016,87,6.9,А.Мөнхсүх,Хүмүүн фильм
1696,Нүдэн сондор,2016,87,6.9,Д.Энхбаатар,Төгс интертайнмент
1700,Зам,2011,87,6.4,,[]
1701,Нэг өдрийн дайсан,2016,120,6.9,Д.Эрдэнэбулган,Плас мошн пикчерс
1705,Итгэл,2016,87,6.2,Б.Гарамханд,Ай Эф Ай продакшн (IFI Production)
1707,Намайг хайрла,2016,87,6.3,А.Чингүн,Ай Си креатив дивишн Хаанаас үзэх вэ?
1715,Хөөрхөн шулам,2016,87,5.7,Т.Алтантуяа,А-Артист продакшн
1716,Хотулун гүнж: Алтан судрын эрэлд,2021,87,7.5,С.Баасанжаргал-ийн,Шүүдэр продакшн Хаанаас үзэх вэ?
1718,Би дурламаар байна,2016,87,6.5,Р.Эрхэмбүрэн,Борн фильм студи
1725,Агууч,2016,87,7,,[]
1731,Миний эхнэр тагнуулч,2016,87,7.3,Ц.Бямбажаргал,Директорс фильм
1740,Зөв алдаа,2016,87,6.7,Б.Болдбаатар,Лайн экшн продакшн Улаан малгайт
1748,Live from UB,2015,87,7.1,,[]
1749,Одод болохын хүслэн,2016,87,7.2,Б.Жаргалсайхан,Монгол контент Мөрөөдлийн театр Хаанаас үзэх вэ?
1754,Тнгри,2012,87,6.8,Б.Ганболд,[]
1755,Байтаг богд,2018,87,9,О.Бат-Өлзий,Жийж продакшн
1756,Цагаан хадаг,2016,87,7.4,Ж.Сэнгэдорж,[]
1757,Барьцаа 007,2016,72,7.4,Б.Жаргалсайхан,Синема лайн Араг продакшн
1758,Рэкет,2016,105,2.1,Ц.Золжаргал,Бондоолой фильм Рек рекордс
1760,Чингисийн хүүхдүүд,2017,87,7.3,Д.Золбаяр,EFilm Mongus Pictures Mongol Film Group Los Angeles
1764,Галзуу зугаалга,2016,87,6.8,Ц.Хүсэлбаатар,Шүүдэр продакшн Хас урлан фильм
1769,Шүүдэр дундуур,2016,87,7.4,Б.Отгонзориг,Ю Би Фильм медиа групп Хаанаас үзэх вэ?
1775,Хараал,2016,87,6.8,Ц.Төмөрхуяг,Морьтон интертайнмент
1776,Амьдралоги,2017,87,6.7,С.Батмөнх,Блек зебра U film
1780,Mora,2017,87,4.7,Ч.Отгонбаяр,Амжилт анимейшн студи
1782,Сахиулсан тэнгэр,2016,87,6.7,Д.Бямбацогт,Цагаан буга фильм продакшн
1783,Аз жаргал,2016,87,6.8,Б.Чингүүн,Аурора фильмс Хаанаас үзэх вэ?
1784,Шилжилт,2017,87,6.9,Б.Нямдаваа,Эйркреатив (Airkreativ)
1785,Admin Z,2016,87,6,Б.Цогт-Эрдэнэ,Кино цамхаг студи
1786,Харанхуй хад,2016,87,6.9,Б.Цогтбаяр,Дээд гэгээн пикчерс
1788,Norjim-a / 诺日吉玛 / Norjmaa,2014,87,7.1,Б.Баян-Ерөөл,[]
1789,Шидэт ой,2016,87,6.5,Б.Сүхболд,[]
1792,Boss of Prius,2017,87,5.4,Д.Мөнхбат,Нүдэн фильм
1799,Хоёр гүүрний цаана,2016,87,6.9,М.Энхдалай,Шинэ ертөнц продакшн Ти Жэй интертайнмент Дот студи Хаанаас үзэх вэ?
1803,Надыын аав мангар,2016,87,6.8,Ө.Мөнх-Эрдэнэ,Мөнх өлзий интертайнмент
1807,Чингис хаан,2018,87,7.9,Б.Тэнгис,Өүшн пикчерс
1813,Эзэгнэгч,2017,87,6,Д.Энхбаатар,35фильм Дөрвөлжин үсэг
1815,Нүдээ аниад төсөөл,2016,87,6.6,Г.Ган-Очир,Экспрессив лайн пикчерс Парамайнд фильм энд арт Жи Эйч интертайнмент
1823,Зүрхний хилэн,2017,87,9.7,Б.Тамир,Монгол контент Ф студи Хаанаас үзэх вэ?
1826,Залуу нас,2017,87,7.4,П.Энхбаатар,Борн фильм студи
1832,Үзэсгэлэнт 12 сар,2017,87,7.1,Ц.Цэрэндорж,Майнд студи Хаанаас үзэх вэ?
1838,Сайн аав,2017,87,7.2,С.Бүжин,Простар (Prostar) Фүлл студи
1841,Манан зүсэгч,2017,87,6.7,Р.Эрхэмбүрэн,[]
1844,Шинэ жил,2017,87,6.3,П.Батболд,Ви фильм Нүүдэлчний домог телестуди
1845,Цэцэг шиг нас,2017,87,6.9,,Аскард сити студи
1852,Гацуурхан,2016,87,6.8,Г.Анхбаяр,Монгол ТВ
1853,Хоёр амь,2017,87,7.4,Б.Ганболд,Монгол контент Хамба фильм Хаанаас үзэх вэ?
1856,Миний нууц,2017,87,7.5,Д.Галбаяр,Гөү адвенчер студи
1872,Баатар,2017,87,6.7,Ч.Билгүүн,Спэйс интертайнмент
1874,Бодлын хулгайч: Яригдаагүй түүх,2018,87,6.8,,[]
1875,Үхээд өгөөч хайрт минь,2017,87,6.9,Г.Бандицэрэн,Монголын Үг Урлаачидын Нийгэмлэг Хишиг продакшн
1879,Үүр цайгаасай,2017,87,6.4,Ж.Сэнгэдорж,Блек зебра Навчаа фильм Сан пикчерс АНА интертайнмент (ANA Entertainment)
1880,Хайр,2017,87,7,Б.Чингүүн,Есү фильм (Yesu)
1881,Багш,2017,87,7.1,Г.Дарханбаяр,Твинс фильмс студи (Twins Film)
1886,ТҮЦний охид,2017,87,7.1,Д.Галбаяр,Гөү адвенчер студи Ред пойнт медиа Хаанаас үзэх вэ?
1891,Завсарлаагүй хичээл,2017,87,7.5,Б.Ганболд,ГҮБ ХХК Хаанаас үзэх вэ?
1896,Хавцалд,2018,87,7.4,Б.Чинзоригт,Энержиз интертайнмент
1897,Төгс бүсгүйн зууч,2017,87,7.2,Ш.Батбаяр,[]
1905,Илд цэцэг,2017,87,7.1,П.Дэлгэрбаяр,[]
1906,Хоёр ертөнц,2017,87,6.1,А.Батбаатар,[]
1907,Надаар тоглосон хайр,2017,87,8.1,Н.Элдэв-Очир,Элдэв-Очир фильмс Лайн интертайнмент Хаанаас үзэх вэ?
1911,Хуримын даашинзтай бүсгүй,2017,110,6.8,З.Батболд,Биг лайн фильм Ред пойнт медиа Оранж энтертэйнмент Хаанаас үзэх вэ?
1913,Царайлаг өдрүүд,2017,87,6.6,Д.Отгонбаяр,Оюунлаг продакшн
1914,Дурлах санал,2017,87,3.2,Д.Ханьсаг,Нэшнл фильм (National film)
1917,Super league,2020,87,6,Э.Оргил,[]
1936,战神纪 / Genghis Khan,2017,87,7,Х.Чулуу,Өвөр Монголын Кино Хороо (Inner Mongolian Film Association)
1937,Үүлэн хээтэй орчлон,2018,87,7.4,Г.Бадамрагчаа,Монгол контент Хаанаас үзэх вэ?
1944,Single Ladies 3,2017,87,3.2,Б.Жавхлантөгс,U film
1948,Том 4 толгой,2017,87,6.8,Н.Ган-Эрдэнэ,Бросис пикчерс Скрим тийм студи
1950,Байрны ах,2017,87,7.2,Б.Нямдаваа,НД фильм (ND Film)
1955,3 найз: Эргэж ирсэн нь,2017,87,3.3,С.Баттулга,[]
1958,Under the Turquoise Sky / ターコイズの空の下で,2021,87,6.9,,Ай Эф Ай продакшн (IFI Production)
1959,Хамгийн хөөрхөн охин,2017,87,7.4,Л.Таванбаяр,Жаалхүү фильм Түвшин интертайнмент Хаанаас үзэх вэ?
1960,Залуу мөрдөгчид,2017,87,7.5,С.Бүжин,Простар (Prostar) Хаанаас үзэх вэ?
1961,Хийморь,2019,87,7.5,Г.Эрдэнэбилэг,Гурван дөл пикчерс Бэлгүтэй пикчерс Хаанаас үзэх вэ?
1962,Бүхнээс дээгүүр,2017,100,5.5,Б.Гарамханд,Оранж энтертэйнмент
1964,Анхны харц,2017,87,7.2,Б.Батзориг,Лайн интертайнмент Про интертайнмент Хаанаас үзэх вэ?
1972,UB Squad,2018,87,6.9,Ш.Батсуурь,[]
1974,Такси 2: Шинэ түүх,2018,87,6.5,Г.Дарханбат,Твинс фильмс студи (Twins Film)
1980,Ах дүү гурав,2018,87,6.8,Ө.Мөнх-Эрдэнэ,Захиалгат инээд интертайнмент
1998,Орилоон,2018,87,6.9,Б.Цогт-Эрдэнэ,Кино цамхаг студи Хаанаас үзэх вэ?
1999,Солиот эх,2017,87,7.5,И.Одончимэг,Блек зебра Хаанаас үзэх вэ?
2002,Ларьдма,2018,87,7.4,Ж.Сэнгэдорж,Лоожикфильм (Logicfilm) Сан пикчерс Дарма фильм
2005,Хүн мод,2017,87,6.4,А.Төгсбаяр,Имажинешн фильм Борн фильм студи Рек рекордс Хаанаас үзэх вэ?
2006,Бумеранг,2018,87,7.3,Ч.Батбаяр,Монгол контент Хаанаас үзэх вэ?
2009,Баярлалаа Ааваа,2018,87,6.8,,[]
2011,Томоож,2018,87,6.5,,Марч найн медиа
2018,One Night,2018,87,7.5,Э.Алдар,Бааб фильм Эй Ай интертайнмент
2019,War,2018,87,6.9,,[]
2030,Параллель ертөнц,2018,87,6.9,,Ф студи
2032,Love Story,2018,87,6.7,,Гэрэлт медиа групп
2033,Сэтгэлийн анир,2018,87,5.2,Э.Чинзориг,Лоожикфильм (Logicfilm) Пойнт продакшн Хаанаас үзэх вэ?
2034,Сараана,2018,87,6.4,,[]
2041,Яллагч,2018,87,8.3,Г.Эрдэнэбилэг,Гурван дөл пикчерс
2046,Орк,2018,87,6.9,Д.Ганцогт,Мэсмэризм фильм Хаанаас үзэх вэ?
2047,Ээжийн дайсан 2,2018,87,7.1,Д.Мөнхбат,Нүдэн фильм Хаанаас үзэх вэ?
2054,Онцгой даалгавар,2018,87,5.2,Д.Отгонбаяр,Оюунлаг продакшн 35фильм
2055,Эрэгтэй охин,2018,87,4.6,А.Алтанхундага,Рэд фильм
2056,Emoji,2018,44,5.1,Г.Жанчив,[]
2057,2000,2019,87,5.3,Б.Отгонзориг,Ю Би Фильм медиа групп Хаанаас үзэх вэ?
2058,Соёлын довтолгоо,2019,87,4.2,Д.Мөнхбат,[]
2062,Мөсөн ээж,2018,87,6.7,Ц.Төмөрхуяг,Цагаан Цэгмид студи
2063,Нэхүүл,2022,87,7.4,М.Лхагва-ийн,[]
2064,+17: Bad Angel,2018,90,5.5,Б.Жаргалсайхан,Оранж энтертэйнмент
2065,Хөхөөний үүр,2018,87,7.3,Б.Цогт-Эрдэнэ,Кино цамхаг студи
2066,Толбо,2018,87,5.6,Э.Батхүү,[]
2068,Хүний цаана,2018,87,7.5,Г.Даваазул,[]
2069,Нинжин сэтгэл,2018,87,3.9,Ц.Хүсэлбаатар,Хас урлан фильм Рек рекордс Про интертайнмент Хаанаас үзэх вэ?
2070,Гэрч,2018,100,3,,Оранж энтертэйнмент Ай Эф Ай продакшн (IFI Production)
2071,Том 6 толгой,2018,87,5.4,,Бросис пикчерс
2072,Ховор хүмүүс,2018,87,7,А.Мөнхсүх,[]
2076,Шөнө дундын яриа 2,2018,87,7.4,О.Батзориг,Очир фильм студи Борн фильм студи
2078,Хайр заримдаа,2018,87,6.6,Ц.Золжаргал,Бондоолой фильм
2079,Торгуд ван,2018,87,7,Ж.Сэнгэдорж,[]
2080,Boss of Boss,2019,87,4.8,Д.Мөнхбат,Тэлмэн фильм Хаанаас үзэх вэ?
2081,Hi Honey,2019,87,4.9,О.Базаррагчаа,Блек зебра Нэгүн студи Хаанаас үзэх вэ?
2082,Асрагч аав,2018,87,6.8,Ц.Амартүвшин,Ф студи Насу фильм Хаанаас үзэх вэ?
2083,"Хоёрдугаарт, нударгаар асуудлыг шийдэх, газар орон, онц цагийн өчүүхэн ялгаагаар эрэмбэ зиндаа тогтоох “атаман соёл”-ын элементүүд 1990 оны хуучин нийгэмдээ хоцорч үлдэх ёстой үе нь өнгөрсөн бурангуй сэтгэлгээ мэт. Хаанахын хэн гээч нь, ямар танхай зодоонч байх нь Африкийн сураггүй ширэнгийн нэгэн өчүүхэн модны хамгийн хүчтэй шоргоолж байхын адил явцуу бөгөөд утга учиргүй бахархал гэлтэй. “Цахиур” Төмөрийн үе нь өнгөрсөн үлгэрийг шүтсэн “Итгэлт Баян”-ы Хонгор хүү ч цусан төлөөст унадаг. Учир нь шинэ үеийн залууст тулгарч буй хамгийн том сорилт нь Улаанбаатарын нэг гудамны эрхэлсэн ажилгүй хулигааны орон тоог мөрөөдөх бус, амар амгалан, элбэг тайван амьдралын төлөө Хятад, Солонгос, Америк, Европ гэх жинхэнэ “атаман”-уудтай боловсрол мэдлэг, арга ухаанаар, ажил бүтээлээр дэлхийн хэмжээнд өрсөлдөх билээ.",,87,8.9,Б.Тамир,Ред пойнт медиа Үнэт продакшн
2084,Шилжилт 2,2018,87,7.2,Б.Нямдаваа,НД фильм (ND Film)
2085,100 жилийн эморол,2019,87,3.3,Ц.Амартүвшин,Ф студи Рек рекордс
2086,Single Ladies 4: Эхлэл ба төгсгөл,2020,87,1.9,Л.Бат-Амгалан,U film
2088,Өндгөн толгойт,2019,87,4.2,Ц.Амартүвшин,Ф студи Жижгээ & Цогтоо Хаанаас үзэх вэ?
2089,Онцгой эрх,2020,87,7,,Борн фильм студи Хаанаас үзэх вэ?
2091,Хөх тавилан,2022,87,7.1,Т.Алтантуяа,[]
2096,Түүх мартахгүй,2020,87,7,А.Мөнхсүх,Хүмүүн фильм
2107,Хэнд ч хэлээгүй нууц,2021,87,7.2,Ц.Хүсэлбаатар,Хас урлан фильм Рек рекордс
2108,Тэнгэрээс буусан од,2019,87,8.2,У.Уранчимэг,[]
2109,Халуун зүрх,2019,87,8,Д.Ганцэцэг,Ред пойнт медиа Аримун продакшн Хаанаас үзэх вэ?
2110,Хөөрхөн ээжтэй охин,2019,87,5.3,И.Одончимэг,Тэнгэр продакшн Хаанаас үзэх вэ?
2111,Насан туршдаа,2019,87,7.8,Р.Эрхэмбүрэн,Насу фильм Хаанаас үзэх вэ?
2119,Хонх,2019,87,7,Б.Цогт-Эрдэнэ,[]
2120,Солонго Үүл,2020,87,8.1,Р.Эрхэмбүрэн,Донна фильм Хаанаас үзэх вэ?
2121,Огтлолцол,2019,87,7.4,Г.Анхбаяр,[]
2122,1990,2020,87,5.4,Д.Лхагва,Л Ви Эй интертайнмент
2131,Cool аав,2019,90,5.9,Д.Галбаяр,Оранж энтертэйнмент Насу фильм
2132,Бууны сумыг буцааж болдоггүй,2019,87,4.8,П.Дэлгэрбаяр,[]
2145,Сүүн замын сахиул,2019,87,6,Т.Анар,Титанс фильм Хаанаас үзэх вэ?
2148,Монголын сүүлчийн эзэн хаан,2021,87,7,Б.Цогтбаяр,[]
2151,Энгийн иргэн,2019,87,7.2,Э.Чинзориг,Лоожикфильм (Logicfilm) Пойнт продакшн Хаанаас үзэх вэ?
2155,Мам,2019,87,7.1,Б.Ганболд,Хамба фильм Хаанаас үзэх вэ?
2157,Однажды UB,2019,87,7,Б.Батбаатар,Хас форм пикчерс
2158,Хадмын хайр,2020,87,7.5,Д.Отгонбаяр,Оюунлаг продакшн Хаанаас үзэх вэ?
2166,Таарсан хоёр,2020,87,4.9,М.Энхдалай-ийн,Бат медиа Хаанаас үзэх вэ?
2167,Галт шувуу,2019,87,5,,[]
2168,Буруу өрөг,2020,87,8.8,О.Бат-Өлзий,Жийж продакшн Ред пойнт медиа
2169,Үр,2019,87,4,,[]
2179,Ноён эмэгтэй,2022,87,6.8,У.Уранчимэг,Hero
2181,Залхуус,2021,87,7.3,О.Базаррагчаа,Блек зебра Нэгүн студи
2182,Öndög / ᠥᠨᠳᠡᠭᠡ / 恐龍蛋,2019,87,6.9,Q.Wang,[]
2183,Эрдэнэсийн өв,2020,87,6.8,Л.Баттулга,[]
2187,Алтан судал,2020,87,7.2,Д.Бямбасүрэн,Монгол ТВ Basis Berlin Filmproduktion
2190,Schwarze Milch / Black Milk,2020,87,6.9,Б.Үйзэнмаа,[]
2193,Хэлгүй жим,2020,87,9.3,Г.Даваазул,[]
2194,Ээж хадны домог,2021,87,6.5,Б.Эрдэнэцэцэг,Чононгоо фильм продакшн Хаанаас үзэх вэ?
2208,Цахирмаа,2009,87,7.2,,[]
2213,Зориг,2020,87,8,Б.Гарамханд,Цагаан морь фильм Ланз фильм Хаанаас үзэх вэ?
2220,The Woman,2020,87,7,Б.Отгонзориг,Чой Хайнзан фильм продакшн
2221,Хөхөө,2021,87,9.5,Ж.Жамъянсүрэн,[]
2227,In the Land of Lost Angels,2019,87,7,М.Бишрэл,Д Фильмбридж
2229,Хар сувдны нууц 2,2020,87,5.7,Ц.Амартүвшин,Ф студи Хаанаас үзэх вэ?
2231,Сүүдэрт ургасан цэцэг,2020,87,1.9,А.Батбаатар,Скай пирамид студи Хаанаас үзэх вэ?
2237,Эхиймаа,2020,87,8.3,Д.Золбаяр-ийн,[]
2241,Төлөөс,2020,87,5.7,Ө.Мөнх-Эрдэнэ,Ф студи Хаанаас үзэх вэ?
2242,Гангстерууд,2021,87,2.2,Д.Мөнхбат,Жижгээ & Цогтоо
2244,Хэвтрийн хүн,2020,87,7.2,С.Бямба,Гүрү медиа
2247,Admin Z: Vol 2,2020,87,6.6,,Кино цамхаг студи
2249,Нарны садан,2022,87,7.7,О.Эрдэнэ-ийн,Ю Би Эс телевиз
2250,Мардай,2022,87,2.5,,[]
2252,Говийн зэрэглээ,1980,87,7,Р.Доржпалам,[]
2255,Legends of Olonkho Land,2021,87,6.9,,[]
2261,Бяцхан чөтгөрийн хүсэл,2021,87,3.5,Н.Баясаа,[]
2263,Like,2021,87,6.9,,[]
2268,Өвгөн хуурч,2022,87,7.2,,[]
2269,Хиртээгүй сарнай,2021,87,7,Ц.Хүсэлбаатар,Хас урлан фильм
2272,Цогт тайж,1945,87,6.5,М.Лувсанжамц,[]
2277,Мандухай сэцэн хатан,1988,87,6.9,Б.Балжинням,[]
2296,Өвөл,2021,87,7.2,Ц.Амартүвшин,Ф студи Хаанаас үзэх вэ?
2298,Ертөнцийн сүүлчийн чулуу,1995,87,7.1,Б.Бадрууган,Сүүдэр ший кино компани
2302,Улаан цэцэг,2022,87,6,Б.Энхжаргал,U film Хаанаас үзэх вэ?
2308,Гайхамшигт ертөнц,2021,87,7.4,Р.Эрхэмбүрэн,[]
2313,Дурсаж яваарай,2020,87,7,Э.Ган-Очир,[]
2315,Сүүдэр,2021,87,7.3,М.Аззаяа,Баяр энтертайнмент Хануй фильм Лотус Пикчерс
2317,Худалдагч охин,2021,87,5.4,Ж.Сэнгэдорж,[]
2322,Сүрэг: Мэдэх эрхгүй түүх,2022,87,8.2,О.Базаррагчаа-ийн,Блек зебра
2327,Цасан хүн,2021,87,7.2,Б.Батбаатар,Тоонот пикчерс Хаанаас үзэх вэ?
2330,In da house,2021,87,5.2,Ц.Амартүвшин,Ф студи Жижгээ & Цогтоо Баясаа & Зоригоо
2335,Маргааш бид буцна,2013,87,6.8,А.Мөнхсүх,[]
2336,Сүүдрээр гэтэгч,2022,87,8.5,Б.Батбаатар-ийн,Тоонот пикчерс
2347,Зэрэг нэмэхийн өмнө,1965,87,7.4,Д.Чимэд-Осор,[]
2351,Гарын таван хуруу,1983,133,6.7,Б.Балжинням,[]
2352,Ганцхан шалтгаан,2022,87,6.6,Г.Батзаяа-ийн,[]
